ID,Model,BoxInclusion,MaskInclusion,NumberOfPOIs,POIPlacementAlgorithm,PerimeterBuffer,BoundingBoxDistortion,MaskDistortion,sam_mask_AP@50,sam_mask_AP@75,sam_mask_AP@95,sam_mask_AP@50:95,sam_mask_AR@50,sam_mask_AR@75,sam_mask_AR@95,sam_mask_AR@50:95,ModelCategory
121,YOLOv8 Nano,True,True,2,Random,5%,100%,90%,0.8559691679401166,0.7535831745008348,0.4042181728985484,0.6712568384464999,0.7504338935417969,0.6671402093328531,0.31312922767388185,0.5769011101828438,YOLOv8n
122,YOLOv8 Nano,True,True,2,Random,5%,100%,100%,0.8606692835521773,0.7589461647203513,0.41393853918021284,0.6778513291509138,0.7550959817019025,0.6711421209316144,0.32029296575516436,0.5821770227962272,YOLOv8n
123,YOLOv8 Nano,True,True,2,Random,5%,100%,110%,0.8577892053190628,0.7525918576919195,0.4055738184919145,0.6719849605009655,0.7539229181737632,0.6605785719877229,0.3146462834096736,0.5763825911903865,YOLOv8n
124,YOLOv8 Nano,True,True,2,Random,5%,110%,90%,0.8492478092842355,0.7220571162330474,0.36142530980241927,0.644243411773234,0.7463002539052056,0.6436700845452406,0.2805201940506311,0.5568301775003591,YOLOv8n
125,YOLOv8 Nano,True,True,2,Random,5%,110%,100%,0.8380728416076904,0.7189748780410641,0.3690285960957802,0.6420254385815117,0.7416669486277537,0.6436114894079914,0.2840551745351763,0.5564445375236404,YOLOv8n
126,YOLOv8 Nano,True,True,2,Random,5%,110%,110%,0.8381908930571095,0.720847181543063,0.36613179498195864,0.6417232898607105,0.7421163157570221,0.6376693861418057,0.2797799340192711,0.553188545306033,YOLOv8n
127,YOLOv8 Nano,True,True,2,Random,10%,90%,90%,0.8675203563900636,0.7772978622068072,0.42999238847542276,0.6916035356907646,0.7591195395156649,0.6865366515968777,0.3371305733631515,0.5942622548252314,YOLOv8n
128,YOLOv8 Nano,True,True,2,Random,10%,90%,100%,0.8636645950842426,0.7730888005497544,0.4329014838164446,0.6898849598168139,0.7573240308940682,0.6842140925455814,0.33708123595654016,0.5928731197987299,YOLOv8n
129,YOLOv8 Nano,True,True,2,Random,10%,90%,110%,0.8649093476833365,0.77812707585894,0.422422084564961,0.6884861693690791,0.7588737060053387,0.6871750477900382,0.33117499651711046,0.5924079167708292,YOLOv8n
130,YOLOv8 Nano,True,True,2,Random,10%,100%,90%,0.8571922986709131,0.7545938257460302,0.4147562459418938,0.6755141234529457,0.7527900105843802,0.6728152030444775,0.31767878907422614,0.5810946675676945,YOLOv8n
131,YOLOv8 Nano,True,True,2,Random,10%,100%,100%,0.8542407335174786,0.7622336244088797,0.40823417631879166,0.6749028447483834,0.7507391276574891,0.676843934492014,0.31437217282333507,0.580651744990946,YOLOv8n
132,YOLOv8 Nano,True,True,2,Random,10%,100%,110%,0.8502381161386611,0.7434634585341677,0.4065314806347967,0.6667443517692084,0.7479813136038799,0.651411539805161,0.3171436380954399,0.5721788305014937,YOLOv8n
133,YOLOv8 Nano,True,True,2,Random,10%,110%,90%,0.8375587597679799,0.7361602074723431,0.37077788877858253,0.6481656186729686,0.7403601617847974,0.6553362529158635,0.2879167377468079,0.5612043841491563,YOLOv8n
134,YOLOv8 Nano,True,True,2,Random,10%,110%,100%,0.845687739943861,0.7362349037133227,0.3680005854261739,0.6499744096944527,0.7442990201846971,0.6564829295478749,0.2845527623643825,0.5617782373656516,YOLOv8n
135,YOLOv8 Nano,True,True,2,Random,10%,110%,110%,0.8331615273106736,0.7252314642282265,0.3678529187149634,0.6420819700846213,0.7415958870772759,0.6505850880697195,0.28476988662366737,0.5589836205902209,YOLOv8n
136,YOLOv8 Nano,True,True,2,Random,15%,90%,90%,0.8647846254358637,0.7762329635406634,0.41616140182885636,0.6857263302684611,0.7563951444913088,0.6864062116231249,0.3267747384013691,0.5898586981719343,YOLOv8n
137,YOLOv8 Nano,True,True,2,Random,15%,90%,100%,0.8662234699075329,0.7859296457643103,0.42016984825957626,0.6907743213104731,0.7580529550404836,0.6934420471448854,0.33164753943161124,0.59438084720566,YOLOv8n
138,YOLOv8 Nano,True,True,2,Random,15%,90%,110%,0.8683104679928964,0.7804375542676107,0.41690885822673807,0.6885522934957484,0.7600480930633464,0.6893235132392926,0.3292468321853061,0.592872812829315,YOLOv8n
139,YOLOv8 Nano,True,True,2,Random,15%,100%,90%,0.8603869992717892,0.7565226322453149,0.4076344206636208,0.6748480173935748,0.7558959458926178,0.6756510143800311,0.3160084841187172,0.5825184814637887,YOLOv8n
140,YOLOv8 Nano,True,True,2,Random,15%,100%,100%,0.8574200106548802,0.7487712456115716,0.4051413434340819,0.6704441999001779,0.7525708989842833,0.6647426176123254,0.3132209430858837,0.5768448198941643,YOLOv8n
141,YOLOv8 Nano,True,True,2,Random,15%,100%,110%,0.8570871832084352,0.7600164874690318,0.4153514100717686,0.6774850269164119,0.7537675560882988,0.6722527092657355,0.3195050878304789,0.5818417843948377,YOLOv8n
142,YOLOv8 Nano,True,True,2,Random,15%,110%,90%,0.8395680566630432,0.725584243139759,0.37678015251005903,0.6473108174376205,0.7432997503523647,0.6515292386247488,0.28806832082942174,0.5609657699355118,YOLOv8n
143,YOLOv8 Nano,True,True,2,Random,15%,110%,100%,0.8374203502528614,0.7295703900024725,0.36986517964407684,0.6456186399664701,0.74095359173419,0.6534809983072039,0.28711824694278726,0.5605176123280604,YOLOv8n
144,YOLOv8 Nano,True,True,2,Random,15%,110%,110%,0.8309592443594479,0.7307930256828978,0.39809569743231704,0.6532826558248876,0.7307784436467935,0.6474806738356484,0.30086290901849744,0.5597073421669797,YOLOv8n
145,YOLOv8 Nano,True,True,2,Distance Max,0%,90%,90%,0.8477612441795932,0.7459673399354401,0.37842139297714156,0.6573833256973917,0.7458753136319121,0.6575585190470415,0.29349268720415733,0.5656421732943704,YOLOv8n
146,YOLOv8 Nano,True,True,2,Distance Max,0%,90%,100%,0.8572366876182531,0.753967164199146,0.39626475402605077,0.6691562019478166,0.751279492127922,0.6651793527233417,0.3024473871639355,0.5729687440050663,YOLOv8n
147,YOLOv8 Nano,True,True,2,Distance Max,0%,90%,110%,0.8415361111223943,0.7418810667440412,0.3827096823740768,0.6553756200801709,0.7222779854139808,0.6403040256256127,0.2794629326873921,0.5473483145756618,YOLOv8n
148,YOLOv8 Nano,True,True,2,Distance Max,0%,100%,90%,0.8380434943092345,0.7316331328254747,0.352510707935113,0.6407291116899407,0.7320330960222001,0.6428769658378686,0.265124414384524,0.5466781587481977,YOLOv8n
149,YOLOv8 Nano,True,True,2,Distance Max,0%,100%,100%,0.836540018612539,0.7283153899048916,0.3343027543131969,0.6330527209435425,0.7395308937827216,0.64472930622978,0.25705063489788654,0.547103611636796,YOLOv8n
150,YOLOv8 Nano,True,True,2,Distance Max,0%,100%,110%,0.8428599226768494,0.7263326662781598,0.3486552222647298,0.639282603739913,0.744349318206721,0.6474291283958562,0.26255092821259934,0.5514431249383923,YOLOv8n
151,YOLOv8 Nano,True,True,2,Distance Max,0%,110%,90%,0.818888323945119,0.6595612337300816,0.22955726322433062,0.5693356069665104,0.7305848349330425,0.587224544934508,0.177004117807239,0.49827116589159653,YOLOv8n
152,YOLOv8 Nano,True,True,2,Distance Max,0%,110%,100%,0.8239093224596126,0.6729602783397075,0.25976732285395887,0.5855456412177596,0.716282924274678,0.5901578126734877,0.18556229898914403,0.49733434531243653,YOLOv8n
153,YOLOv8 Nano,True,True,2,Distance Max,0%,110%,110%,0.8163388446112404,0.6499710801525412,0.27274096771925593,0.5796836308276792,0.6990972349924655,0.5473804178732645,0.1839061227345831,0.4767945918667711,YOLOv8n
154,YOLOv8 Nano,True,True,2,Distance Max,5%,90%,90%,0.8612713868406221,0.7512329970529799,0.3971718174422098,0.6698920671119372,0.7551894662030979,0.6593125473498291,0.3166933889624233,0.5770651341717834,YOLOv8n
155,YOLOv8 Nano,True,True,2,Distance Max,5%,90%,100%,0.8636497912237975,0.7581632107771753,0.41644302047965737,0.6794186741602101,0.7677431503166344,0.6730604688101508,0.33687471482033077,0.5925594446490386,YOLOv8n
156,YOLOv8 Nano,True,True,2,Distance Max,5%,90%,110%,0.8709395205434023,0.7643922972920311,0.4173705691950233,0.6842341290101522,0.7518868042611203,0.6613368545450905,0.32425823065323733,0.5791606298198161,YOLOv8n
157,YOLOv8 Nano,True,True,2,Distance Max,5%,100%,90%,0.8617235593845178,0.7517063166638538,0.3919404392841693,0.6684567717775137,0.7507021764329158,0.6553551259994156,0.29835298664727,0.5681367630265338,YOLOv8n
158,YOLOv8 Nano,True,True,2,Distance Max,5%,100%,100%,0.8432869604630131,0.7321840978857003,0.37949496453399656,0.6516553409609033,0.7433110675284855,0.64657697449977,0.2967043110997729,0.5621974510426762,YOLOv8n
159,YOLOv8 Nano,True,True,2,Distance Max,5%,100%,110%,0.8456638041256564,0.7325699398866432,0.38033813675217104,0.6528572935881569,0.7445510785061971,0.6465662075306071,0.29409256252478333,0.5617366161871958,YOLOv8n
160,YOLOv8 Nano,True,True,2,Distance Max,5%,110%,90%,0.8167276556505318,0.7055413546466743,0.31486406202006756,0.6123776907724247,0.7172149200427133,0.619201826502543,0.2364512130627867,0.5242893198693476,YOLOv8n
161,YOLOv8 Nano,True,True,2,Distance Max,5%,110%,100%,0.8248760991221379,0.7053450475043156,0.3075660644895504,0.6125957370386681,0.7241426205067174,0.6173796173493024,0.22864454787681734,0.5233889285776124,YOLOv8n
162,YOLOv8 Nano,True,True,2,Distance Max,5%,110%,110%,0.8339011776061156,0.7113635717409996,0.317908490484048,0.6210577466103879,0.7337910928213655,0.6243310341901034,0.23967644215026568,0.5325995230539114,YOLOv8n
163,YOLOv8 Nano,True,True,2,Distance Max,10%,90%,90%,0.847958394111255,0.7405055729058184,0.41874014023793205,0.6690680357516685,0.7443250908944782,0.6532601651425534,0.3245943619679331,0.5740598726683216,YOLOv8n
164,YOLOv8 Nano,True,True,2,Distance Max,10%,90%,100%,0.8479821433582018,0.7393738751125061,0.41810002614483893,0.6684853482051822,0.7439964698627322,0.65119031046637,0.322845363839924,0.5726773813896754,YOLOv8n
165,YOLOv8 Nano,True,True,2,Distance Max,10%,90%,110%,0.8473877450295442,0.7415978958347852,0.41903269374817836,0.6693394448708359,0.7440810025653161,0.6540406533356133,0.3247860540744935,0.5743025699918076,YOLOv8n
166,YOLOv8 Nano,True,True,2,Distance Max,10%,100%,90%,0.8217782139260683,0.6980480240283953,0.36528417808615105,0.628370138680205,0.7342344244526632,0.6295336806310493,0.28595138261560954,0.549906495899774,YOLOv8n
167,YOLOv8 Nano,True,True,2,Distance Max,10%,100%,100%,0.8220851684264413,0.7075214764005843,0.35039474972268514,0.6266671315165702,0.735814692195282,0.6351668470497669,0.27669299214832555,0.5492248437977916,YOLOv8n
168,YOLOv8 Nano,True,True,2,Distance Max,10%,100%,110%,0.835946763386632,0.7260020979779498,0.36413176521264107,0.6420268755257409,0.7356621025322891,0.6401778956519857,0.28628403205683706,0.5540413434137039,YOLOv8n
169,YOLOv8 Nano,True,True,2,Distance Max,10%,110%,90%,0.8111212464893982,0.7057242685822264,0.3215602656680733,0.6128019269132325,0.7097484416296124,0.6198978575330469,0.23657965638114492,0.5220753185146014,YOLOv8n
170,YOLOv8 Nano,True,True,2,Distance Max,10%,110%,100%,0.8181215057589926,0.6936406502341813,0.33167851489129807,0.6144802236281575,0.7357586156508458,0.6280384013333105,0.25400255944195965,0.5392665254753719,YOLOv8n
171,YOLOv8 Nano,True,True,2,Distance Max,10%,110%,110%,0.8168302312023533,0.695982718005881,0.30738829769664394,0.6067337489682928,0.7217417737230458,0.6197064886260335,0.23570837702507563,0.5257188797913852,YOLOv8n
172,YOLOv8 Nano,True,True,2,Distance Max,15%,90%,90%,0.7679955236937613,0.655487483388711,0.3867085612689622,0.603397189450478,0.6835164751503922,0.583552629935604,0.29437167345248705,0.5204802595128277,YOLOv8n
173,YOLOv8 Nano,True,True,2,Distance Max,15%,90%,100%,0.7863573351689275,0.677776735373093,0.3993975412759823,0.6211772039393342,0.6781473981200317,0.5849157594827176,0.2876600978736177,0.5169077518254556,YOLOv8n
174,YOLOv8 Nano,True,True,2,Distance Max,15%,90%,110%,0.7681973593953132,0.6554397278879975,0.3868833961470409,0.6035068278101172,0.6832123590362432,0.583744471603259,0.2942947469980935,0.5204171925458652,YOLOv8n
175,YOLOv8 Nano,True,True,2,Distance Max,15%,100%,90%,0.7658668665071658,0.6461439088923124,0.35111079035103115,0.5877071885835031,0.6788954750757987,0.5761076834120253,0.26602042833563094,0.507007862274485,YOLOv8n
176,YOLOv8 Nano,True,True,2,Distance Max,15%,100%,100%,0.7628843780355797,0.6484397920296503,0.35392527867493123,0.5884164829133871,0.6878351541576455,0.5841890447619132,0.27762246868052687,0.5165488892000285,YOLOv8n
177,YOLOv8 Nano,True,True,2,Distance Max,15%,100%,110%,0.7649109746120181,0.6425030854818033,0.35197304790613804,0.5864623693333197,0.67864921821228,0.5733435536330319,0.2673034327966456,0.5064320682139859,YOLOv8n
178,YOLOv8 Nano,True,True,2,Distance Max,15%,110%,90%,0.7589975612619424,0.6341897404675874,0.3210768791192235,0.5714213936162511,0.6629887486573214,0.548926273547172,0.23768451305371627,0.4831998450860698,YOLOv8n
179,YOLOv8 Nano,True,True,2,Distance Max,15%,110%,100%,0.7518476165024419,0.6285960722579944,0.3067193190643709,0.5623876692749357,0.667432878976314,0.5530559293597436,0.2282468443063046,0.4829118842141208,YOLOv8n
180,YOLOv8 Nano,True,True,2,Distance Max,15%,110%,110%,0.7247696247845551,0.6041900390125317,0.2883125749334688,0.5390907462435185,0.6580801009964444,0.5456425636004807,0.2219340332149079,0.475218899270611,YOLOv8n
181,YOLOv8 Nano,True,True,2,Voronoi,0%,90%,90%,0.8673890772265385,0.7820075532864171,0.42402577651006657,0.6911408023410074,0.7538372934387346,0.6861561069095821,0.3271230260198773,0.5890388087893981,YOLOv8n
182,YOLOv8 Nano,True,True,2,Voronoi,0%,90%,100%,0.8611284736745061,0.7720075146414032,0.4454932194513335,0.6928764025890809,0.7285009297589591,0.6580486390513316,0.3291307015325832,0.5718934234476246,YOLOv8n
183,YOLOv8 Nano,True,True,2,Voronoi,0%,90%,110%,0.8836871611283771,0.8072983333462002,0.46621683543853565,0.719067443304371,0.728491757394447,0.6725943946022781,0.33559364617433585,0.5788932660570203,YOLOv8n
184,YOLOv8 Nano,True,True,2,Voronoi,0%,100%,90%,0.844822470969567,0.7611438379101733,0.4148327354942133,0.6735996814579843,0.7235141127738492,0.6573628805095717,0.2967950257598376,0.5592240063477528,YOLOv8n
185,YOLOv8 Nano,True,True,2,Voronoi,0%,100%,100%,0.8577222885253339,0.7493119076561464,0.42683985639501215,0.6779580175254974,0.7311390781948605,0.6450701871429777,0.31504222231139584,0.563750495883078,YOLOv8n
186,YOLOv8 Nano,True,True,2,Voronoi,0%,100%,110%,0.8916934058944415,0.8288965373546817,0.4946855563568709,0.7384251665353312,0.6928493176961603,0.645718486422289,0.3206071274182926,0.5530583105122473,YOLOv8n
187,YOLOv8 Nano,True,True,2,Voronoi,0%,110%,90%,0.8273106249444049,0.7193287751598345,0.3858467976540895,0.644162065919443,0.7220245128743111,0.6328361863985903,0.2881284521671699,0.5476630504800237,YOLOv8n
188,YOLOv8 Nano,True,True,2,Voronoi,0%,110%,100%,0.8441501572868376,0.7318029466130088,0.37273136623764447,0.6495614900458303,0.7363315328914748,0.6453608509119751,0.2856358048841956,0.5557760628958818,YOLOv8n
189,YOLOv8 Nano,True,True,2,Voronoi,0%,110%,110%,0.8518096297779821,0.7579268565138361,0.40219443090577695,0.6706436390658651,0.7429995283986173,0.666720922176468,0.30941008506470746,0.573043511879931,YOLOv8n
190,YOLOv8 Nano,True,True,2,Voronoi,5%,90%,90%,0.8847852373592919,0.8197579804940726,0.4656017898410056,0.7233816692314565,0.7352718689558991,0.6869442555728703,0.34065912549315297,0.5876250833406408,YOLOv8n
191,YOLOv8 Nano,True,True,2,Voronoi,5%,90%,100%,0.8847581419459164,0.8031413129631286,0.44653384555407805,0.7114777668210411,0.7724337515887151,0.7072072984606896,0.3525500121316515,0.6107303540603519,YOLOv8n
192,YOLOv8 Nano,True,True,2,Voronoi,5%,90%,110%,0.8562649103729473,0.7578994416784919,0.36519379940960867,0.659786050487016,0.7804923067507105,0.7021329964381516,0.3084573454560016,0.5970275495482879,YOLOv8n
193,YOLOv8 Nano,True,True,2,Voronoi,5%,100%,90%,0.8703477376333326,0.7857631414234078,0.416199111888006,0.6907699969815819,0.7137485816553771,0.6454777554184877,0.2749947019055012,0.5447403463264553,YOLOv8n
194,YOLOv8 Nano,True,True,2,Voronoi,5%,100%,100%,0.8727240414490068,0.7565910074565708,0.4142022568550435,0.6811724352535402,0.7030226626361235,0.6043609535256171,0.27479453339221027,0.5273927165179836,YOLOv8n
195,YOLOv8 Nano,True,True,2,Voronoi,5%,100%,110%,0.8651652425595627,0.7935445373185253,0.4357996609368833,0.6981698136049904,0.7403640179741304,0.6835774744854007,0.32502937757354317,0.5829902900110249,YOLOv8n
196,YOLOv8 Nano,True,True,2,Voronoi,5%,110%,90%,0.8548352068618438,0.7363104849364588,0.3833335756167371,0.6581597558050133,0.7293069862454713,0.6333568411335537,0.2763952389023946,0.5463530220938067,YOLOv8n
197,YOLOv8 Nano,True,True,2,Voronoi,5%,110%,100%,0.8226999183047622,0.7089104057056477,0.39468719790654094,0.6420991739723171,0.7453756503329647,0.6512282708605329,0.31348692903727804,0.5700302834102586,YOLOv8n
198,YOLOv8 Nano,True,True,2,Voronoi,5%,110%,110%,0.8324616700406717,0.7119692223690608,0.35454769918393064,0.6329928638645544,0.7437962911255512,0.6418878913167733,0.26576818435524185,0.5504841222658555,YOLOv8n
199,YOLOv8 Nano,True,True,2,Voronoi,10%,90%,90%,0.8677235201174883,0.7827628215722844,0.4283671828518447,0.6929511748472057,0.7542918261408841,0.6860418465439408,0.33048428162250076,0.5902726514357752,YOLOv8n
200,YOLOv8 Nano,True,True,2,Voronoi,10%,90%,100%,0.8593510570187781,0.7782165897279265,0.40710331733825567,0.6815569880283201,0.7650082763577877,0.7014901639021581,0.32376230042580884,0.5967535802285848,YOLOv8n
201,YOLOv8 Nano,True,True,2,Voronoi,10%,90%,110%,0.8576708770858829,0.7722703711576316,0.4059050318633399,0.6786154267022848,0.736532125320326,0.6652401828356695,0.3000886041821357,0.5672869707793772,YOLOv8n
202,YOLOv8 Nano,True,True,2,Voronoi,10%,100%,90%,0.8545322644594094,0.7703251123885971,0.4067328925795768,0.6771967564758611,0.7244341269218827,0.6567261534683421,0.28574228103315846,0.5556341871411279,YOLOv8n
203,YOLOv8 Nano,True,True,2,Voronoi,10%,100%,100%,0.8547450492836324,0.7704589776771149,0.421346637375504,0.6821835547787504,0.7406252259600141,0.6734290907474317,0.32213130237048343,0.5787285396926433,YOLOv8n
204,YOLOv8 Nano,True,True,2,Voronoi,10%,100%,110%,0.8630371527814008,0.745970741231011,0.42136210376639405,0.676789999259602,0.7475170530092848,0.653625506421802,0.3145047407894633,0.5718824334068501,YOLOv8n
205,YOLOv8 Nano,True,True,2,Voronoi,10%,110%,90%,0.830595879455743,0.7116318183769007,0.3712487442433886,0.637825480692011,0.7312130178342373,0.6327478528373822,0.2765743595843606,0.5468450767519935,YOLOv8n
206,YOLOv8 Nano,True,True,2,Voronoi,10%,110%,100%,0.8385433476284612,0.7193367204208134,0.37279202030810227,0.6435573627857922,0.7913986292329963,0.6864798262464318,0.3177834422647178,0.5985539659147153,YOLOv8n
207,YOLOv8 Nano,True,True,2,Voronoi,10%,110%,110%,0.8392317361803725,0.7184562147159387,0.3736872466207914,0.6437917325057009,0.7312950890674257,0.6372180040647296,0.279099542377044,0.5492042118363998,YOLOv8n
208,YOLOv8 Nano,True,True,2,Voronoi,15%,90%,90%,0.8495415558660722,0.7439844393910888,0.37688261486137314,0.6568028700395114,0.761399564757222,0.6753972449476309,0.30137374784081655,0.5793901858485565,YOLOv8n
209,YOLOv8 Nano,True,True,2,Voronoi,15%,90%,100%,0.8608094206119477,0.7741348726830478,0.4224469200732401,0.6857970711227452,0.7478255119807109,0.6786215536280091,0.3253991497501832,0.5839487384529678,YOLOv8n
210,YOLOv8 Nano,True,True,2,Voronoi,15%,90%,110%,0.8758805425326412,0.7803428333561734,0.43073336275239354,0.695652246213736,0.7630556582861625,0.6901434015127536,0.3371210784167336,0.5967733794052165,YOLOv8n
211,YOLOv8 Nano,True,True,2,Voronoi,15%,100%,90%,0.8665355166653976,0.7719817155009203,0.4166612956370975,0.6850595092678051,0.7626284329829482,0.6878818197963762,0.32248808328960027,0.5909994453563082,YOLOv8n
212,YOLOv8 Nano,True,True,2,Voronoi,15%,100%,100%,0.8795999497868042,0.8007442671993794,0.45308777919530574,0.7111439987271633,0.7508686128417242,0.6921803760667055,0.33892861978648714,0.5939925362316391,YOLOv8n
213,YOLOv8 Nano,True,True,2,Voronoi,15%,100%,110%,0.8598650132602504,0.772186317161326,0.4128602074430026,0.681637179288193,0.7567302479993322,0.6893535340275224,0.32109944790369943,0.589061076643518,YOLOv8n
214,YOLOv8 Nano,True,True,2,Voronoi,15%,110%,90%,0.8355564916153546,0.7221386636731333,0.36552762491449686,0.6410742600676617,0.7333155439318297,0.6413698337382906,0.2722045755654497,0.54896331774519,YOLOv8n
